layer,feature,group,unit,definition,n_missing,mean,sd,min,max
baseline,bodypart_other_a2,Body part,0/1,"One-hot: for the action 2 step(s) before the one being valued, action performed with 'other'.",,,,,
baseline,bodypart_head/other_a2,Body part,0/1,"One-hot: for the action 2 step(s) before the one being valued, action performed with 'head/other'.",,,,,
baseline,bodypart_foot_a3,Body part,0/1,"One-hot: for the action 3 step(s) before the one being valued, action performed with 'foot'.",,,,,
baseline,bodypart_head_a3,Body part,0/1,"One-hot: for the action 3 step(s) before the one being valued, action performed with 'head'.",,,,,
baseline,bodypart_other_a3,Body part,0/1,"One-hot: for the action 3 step(s) before the one being valued, action performed with 'other'.",,,,,
baseline,bodypart_head/other_a3,Body part,0/1,"One-hot: for the action 3 step(s) before the one being valued, action performed with 'head/other'.",,,,,
baseline,start_x_a0,Location,continuous,For the action being valued: x coordinate where the action begins.,,,,,
baseline,start_y_a0,Location,continuous,For the action being valued: y coordinate where the action begins.,,,,,
baseline,start_x_a1,Location,continuous,For the action 1 step(s) before the one being valued: x coordinate where the action begins.,,,,,
baseline,start_y_a1,Location,continuous,For the action 1 step(s) before the one being valued: y coordinate where the action begins.,,,,,
baseline,start_x_a2,Location,continuous,For the action 2 step(s) before the one being valued: x coordinate where the action begins.,,,,,
baseline,start_y_a2,Location,continuous,For the action 2 step(s) before the one being valued: y coordinate where the action begins.,,,,,
baseline,start_x_a3,Location,continuous,For the action 3 step(s) before the one being valued: x coordinate where the action begins.,,,,,
baseline,start_y_a3,Location,continuous,For the action 3 step(s) before the one being valued: y coordinate where the action begins.,,,,,
baseline,end_x_a0,Location,continuous,For the action being valued: x coordinate where the action ends.,,,,,
baseline,end_y_a0,Location,continuous,For the action being valued: y coordinate where the action ends.,,,,,
baseline,end_x_a1,Location,continuous,For the action 1 step(s) before the one being valued: x coordinate where the action ends.,,,,,
baseline,end_y_a1,Location,continuous,For the action 1 step(s) before the one being valued: y coordinate where the action ends.,,,,,
baseline,end_x_a2,Location,continuous,For the action 2 step(s) before the one being valued: x coordinate where the action ends.,,,,,
baseline,end_y_a2,Location,continuous,For the action 2 step(s) before the one being valued: y coordinate where the action ends.,,,,,
baseline,end_x_a3,Location,continuous,For the action 3 step(s) before the one being valued: x coordinate where the action ends.,,,,,
baseline,end_y_a3,Location,continuous,For the action 3 step(s) before the one being valued: y coordinate where the action ends.,,,,,
baseline,dx_a0,Movement,continuous,For the action being valued: displacement along x (end minus start).,,,,,
baseline,dy_a0,Movement,continuous,For the action being valued: displacement along y (end minus start).,,,,,
baseline,movement_a0,Movement,continuous,For the action being valued: Euclidean length of the displacement.,,,,,
baseline,dx_a1,Movement,continuous,For the action 1 step(s) before the one being valued: displacement along x (end minus start).,,,,,
baseline,dy_a1,Movement,continuous,For the action 1 step(s) before the one being valued: displacement along y (end minus start).,,,,,
baseline,movement_a1,Movement,continuous,For the action 1 step(s) before the one being valued: Euclidean length of the displacement.,,,,,
baseline,dx_a2,Movement,continuous,For the action 2 step(s) before the one being valued: displacement along x (end minus start).,,,,,
baseline,dy_a2,Movement,continuous,For the action 2 step(s) before the one being valued: displacement along y (end minus start).,,,,,
baseline,movement_a2,Movement,continuous,For the action 2 step(s) before the one being valued: Euclidean length of the displacement.,,,,,
baseline,dx_a3,Movement,continuous,For the action 3 step(s) before the one being valued: displacement along x (end minus start).,,,,,
baseline,dy_a3,Movement,continuous,For the action 3 step(s) before the one being valued: displacement along y (end minus start).,,,,,
baseline,movement_a3,Movement,continuous,For the action 3 step(s) before the one being valued: Euclidean length of the displacement.,,,,,
baseline,dx_a01,Inter-action delta,continuous,Displacement along x between the current action's start and the start of the action 1 step(s) earlier.,,,,,
baseline,dy_a01,Inter-action delta,continuous,Displacement along y between the current action's start and the start of the action 1 step(s) earlier.,,,,,
baseline,mov_a01,Inter-action delta,continuous,Euclidean distance between the current action's start and the start of the action 1 step(s) earlier.,,,,,
baseline,dx_a02,Inter-action delta,continuous,Displacement along x between the current action's start and the start of the action 2 step(s) earlier.,,,,,
baseline,dy_a02,Inter-action delta,continuous,Displacement along y between the current action's start and the start of the action 2 step(s) earlier.,,,,,
baseline,mov_a02,Inter-action delta,continuous,Euclidean distance between the current action's start and the start of the action 2 step(s) earlier.,,,,,
baseline,dx_a03,Inter-action delta,continuous,Displacement along x between the current action's start and the start of the action 3 step(s) earlier.,,,,,
baseline,dy_a03,Inter-action delta,continuous,Displacement along y between the current action's start and the start of the action 3 step(s) earlier.,,,,,
baseline,mov_a03,Inter-action delta,continuous,Euclidean distance between the current action's start and the start of the action 3 step(s) earlier.,,,,,
baseline,start_dist_to_goal_a0,Polar location,continuous,For the action being valued: distance from the start point to the goal centre.,,,,,
baseline,start_angle_to_goal_a0,Polar location,continuous,For the action being valued: angle between the start point and the goal centre.,,,,,
baseline,start_dist_to_goal_a1,Polar location,continuous,For the action 1 step(s) before the one being valued: distance from the start point to the goal centre.,,,,,
baseline,start_angle_to_goal_a1,Polar location,continuous,For the action 1 step(s) before the one being valued: angle between the start point and the goal centre.,,,,,
baseline,start_dist_to_goal_a2,Polar location,continuous,For the action 2 step(s) before the one being valued: distance from the start point to the goal centre.,,,,,
baseline,start_angle_to_goal_a2,Polar location,continuous,For the action 2 step(s) before the one being valued: angle between the start point and the goal centre.,,,,,
baseline,start_dist_to_goal_a3,Polar location,continuous,For the action 3 step(s) before the one being valued: distance from the start point to the goal centre.,,,,,
baseline,start_angle_to_goal_a3,Polar location,continuous,For the action 3 step(s) before the one being valued: angle between the start point and the goal centre.,,,,,
baseline,end_dist_to_goal_a0,Polar location,continuous,For the action being valued: distance from the end point to the goal centre.,,,,,
baseline,end_angle_to_goal_a0,Polar location,continuous,For the action being valued: angle between the end point and the goal centre.,,,,,
baseline,end_dist_to_goal_a1,Polar location,continuous,For the action 1 step(s) before the one being valued: distance from the end point to the goal centre.,,,,,
baseline,end_angle_to_goal_a1,Polar location,continuous,For the action 1 step(s) before the one being valued: angle between the end point and the goal centre.,,,,,
baseline,end_dist_to_goal_a2,Polar location,continuous,For the action 2 step(s) before the one being valued: distance from the end point to the goal centre.,,,,,
baseline,end_angle_to_goal_a2,Polar location,continuous,For the action 2 step(s) before the one being valued: angle between the end point and the goal centre.,,,,,
baseline,end_dist_to_goal_a3,Polar location,continuous,For the action 3 step(s) before the one being valued: distance from the end point to the goal centre.,,,,,
baseline,end_angle_to_goal_a3,Polar location,continuous,For the action 3 step(s) before the one being valued: angle between the end point and the goal centre.,,,,,
baseline,team_1,Inter-action delta,0/1,Indicator: the action 1 step(s) earlier was played by the same team as the current action.,,,,,
baseline,team_2,Inter-action delta,0/1,Indicator: the action 2 step(s) earlier was played by the same team as the current action.,,,,,
baseline,team_3,Inter-action delta,0/1,Indicator: the action 3 step(s) earlier was played by the same team as the current action.,,,,,
baseline,period_id_a0,Time,continuous,"For the action being valued: match period (1 first half, 2 second half, 3+ extra time).",,,,,
baseline,time_seconds_a0,Time,continuous,For the action being valued: seconds elapsed within the period.,,,,,
baseline,time_seconds_overall_a0,Time,continuous,For the action being valued: seconds elapsed within the match.,,,,,
baseline,period_id_a1,Time,continuous,"For the action 1 step(s) before the one being valued: match period (1 first half, 2 second half, 3+ extra time).",,,,,
baseline,time_seconds_a1,Time,continuous,For the action 1 step(s) before the one being valued: seconds elapsed within the period.,,,,,
baseline,time_seconds_overall_a1,Time,continuous,For the action 1 step(s) before the one being valued: seconds elapsed within the match.,,,,,
baseline,period_id_a2,Time,continuous,"For the action 2 step(s) before the one being valued: match period (1 first half, 2 second half, 3+ extra time).",,,,,
baseline,time_seconds_a2,Time,continuous,For the action 2 step(s) before the one being valued: seconds elapsed within the period.,,,,,
baseline,time_seconds_overall_a2,Time,continuous,For the action 2 step(s) before the one being valued: seconds elapsed within the match.,,,,,
baseline,period_id_a3,Time,continuous,"For the action 3 step(s) before the one being valued: match period (1 first half, 2 second half, 3+ extra time).",,,,,
baseline,time_seconds_a3,Time,continuous,For the action 3 step(s) before the one being valued: seconds elapsed within the period.,,,,,
baseline,time_seconds_overall_a3,Time,continuous,For the action 3 step(s) before the one being valued: seconds elapsed within the match.,,,,,
baseline,time_delta_1,Inter-action delta,continuous,Seconds between the current action and the action 1 step(s) earlier.,,,,,
baseline,time_delta_2,Inter-action delta,continuous,Seconds between the current action and the action 2 step(s) earlier.,,,,,
baseline,time_delta_3,Inter-action delta,continuous,Seconds between the current action and the action 3 step(s) earlier.,,,,,
baseline,goalscore_team,Score state,continuous,Goals scored so far by the acting team.,,,,,
baseline,goalscore_opponent,Score state,continuous,Goals scored so far by the opponent.,,,,,
baseline,goalscore_diff,Score state,continuous,goalscore_team minus goalscore_opponent.,,,,,
